id,name,population,state,state_id
878,Warren,51056,Iowa,16
879,Washington,22141,Iowa,16
880,Wayne,6401,Iowa,16
881,Webster,36277,Iowa,16
882,Winnebago,10518,Iowa,16
883,Winneshiek,20029,Iowa,16
884,Woodbury,102539,Iowa,16
885,Worth,7453,Iowa,16
886,Wright,12690,Iowa,16
887,Allen,12444,Kansas,17
888,Anderson,7878,Kansas,17
889,Atchison,16193,Kansas,17
890,Barber,4472,Kansas,17
891,Barton,26111,Kansas,17
892,Bourbon,14653,Kansas,17
893,Brown,9598,Kansas,17
894,Butler,66765,Kansas,17
895,Chase,2629,Kansas,17
896,Chautauqua,3309,Kansas,17
897,Cherokee,20015,Kansas,17
898,Cheyenne,2660,Kansas,17
899,Clark,2005,Kansas,17
900,Clay,7997,Kansas,17
901,Cloud,8729,Kansas,17
902,Coffey,8233,Kansas,17
903,Comanche,1748,Kansas,17
904,Cowley,35218,Kansas,17
905,Crawford,39019,Kansas,17
906,Decatur,2871,Kansas,17
907,Dickinson,18717,Kansas,17
908,Doniphan,7682,Kansas,17
909,Douglas,121436,Kansas,17
910,Edwards,2849,Kansas,17
911,Elk,2508,Kansas,17
912,Ellis,28710,Kansas,17
913,Ellsworth,6196,Kansas,17
914,Finney,36611,Kansas,17
915,Ford,33888,Kansas,17
916,Franklin,25631,Kansas,17
917,Geary,32594,Kansas,17
918,Gove,2612,Kansas,17
919,Graham,2492,Kansas,17
920,Grant,7336,Kansas,17
921,Gray,6033,Kansas,17
922,Greeley,1227,Kansas,17
923,Greenwood,6055,Kansas,17
924,Hamilton,2607,Kansas,17
925,Harper,5506,Kansas,17
926,Harvey,34210,Kansas,17
927,Haskell,3997,Kansas,17
928,Hodgeman,1818,Kansas,17
929,Jackson,13280,Kansas,17
930,Jefferson,18975,Kansas,17
931,Jewell,2841,Kansas,17
932,Johnson,597555,Kansas,17
933,Kearny,3943,Kansas,17
934,Kingman,7310,Kansas,17
935,Kiowa,2516,Kansas,17
936,Labette,19964,Kansas,17
937,Lane,1560,Kansas,17
938,Leavenworth,81352,Kansas,17
939,Lincoln,3023,Kansas,17
940,Linn,9750,Kansas,17
941,Logan,2844,Kansas,17
942,Lyon,33406,Kansas,17
943,McPherson,28537,Kansas,17
944,Marion,11950,Kansas,17
945,Marshall,9722,Kansas,17
946,Meade,4146,Kansas,17
947,Miami,33680,Kansas,17
948,Mitchell,6150,Kansas,17
949,Montgomery,32120,Kansas,17
950,Morris,5521,Kansas,17
951,Morton,2667,Kansas,17
952,Nemaha,10155,Kansas,17
953,Neosho,15951,Kansas,17
954,Ness,2840,Kansas,17
955,Norton,5430,Kansas,17
956,Osage,15941,Kansas,17
957,Osborne,3475,Kansas,17
958,Ottawa,5802,Kansas,17
959,Pawnee,6562,Kansas,17
960,Phillips,5317,Kansas,17
961,Pottawatomie,24277,Kansas,17
962,Pratt,9378,Kansas,17
963,Rawlins,2508,Kansas,17
964,Reno,62342,Kansas,17
965,Republic,4664,Kansas,17
966,Rice,9531,Kansas,17
967,Riley,73703,Kansas,17
968,Rooks,5013,Kansas,17
969,Rush,3093,Kansas,17
970,Russell,6907,Kansas,17
971,Saline,54401,Kansas,17
972,Scott,4897,Kansas,17
973,Sedgwick,513607,Kansas,17
974,Seward,21780,Kansas,17
975,Shawnee,177499,Kansas,17
976,Sheridan,2533,Kansas,17
977,Sherman,5899,Kansas,17
978,Smith,3603,Kansas,17
979,Stafford,4178,Kansas,17
980,Stanton,1987,Kansas,17
981,Stevens,5559,Kansas,17
982,Sumner,22996,Kansas,17
983,Thomas,7711,Kansas,17
984,Trego,2793,Kansas,17
985,Wabaunsee,6899,Kansas,17
986,Wallace,1503,Kansas,17
987,Washington,5420,Kansas,17
988,Wichita,2105,Kansas,17
989,Wilson,8665,Kansas,17
990,Woodson,3183,Kansas,17
991,Wyandotte,165324,Kansas,17
992,Adair,19215,Kentucky,18
993,Allen,21122,Kentucky,18
994,Anderson,22663,Kentucky,18
995,Ballard,7979,Kentucky,18
996,Barren,44176,Kentucky,18
997,Bath,12383,Kentucky,18
998,Bell,26569,Kentucky,18
999,Boone,131533,Kentucky,18
1000,Bourbon,20184,Kentucky,18
1001,Boyd,47240,Kentucky,18
1002,Boyle,30100,Kentucky,18
1003,Bracken,8239,Kentucky,18
1004,Breathitt,12726,Kentucky,18
1005,Breckinridge,20388,Kentucky,18
1006,Bullitt,81069,Kentucky,18
1007,Butler,12772,Kentucky,18
1008,Caldwell,12715,Kentucky,18
1009,Calloway,39135,Kentucky,18
1010,Campbell,93152,Kentucky,18
1011,Carlisle,4771,Kentucky,18
1012,Carroll,10737,Kentucky,18
1013,Carter,27004,Kentucky,18
1014,Casey,15888,Kentucky,18
1015,Christian,71671,Kentucky,18
1016,Clark,36249,Kentucky,18
1017,Clay,20105,Kentucky,18
1018,Clinton,10206,Kentucky,18
1019,Crittenden,8915,Kentucky,18
1020,Cumberland,6659,Kentucky,18
1021,Daviess,101104,Kentucky,18
1022,Edmonson,12274,Kentucky,18
1023,Elliott,7508,Kentucky,18
1024,Estill,14198,Kentucky,18
1025,Fayette,323780,Kentucky,18
1026,Fleming,14432,Kentucky,18
1027,Floyd,35845,Kentucky,18
1028,Franklin,50815,Kentucky,18
1029,Fulton,6120,Kentucky,18
1030,Gallatin,8832,Kentucky,18
1031,Garrard,17560,Kentucky,18
1032,Grant,25121,Kentucky,18
1033,Graves,37317,Kentucky,18
1034,Grayson,26321,Kentucky,18
1035,Green,11049,Kentucky,18
1036,Greenup,35268,Kentucky,18
1037,Hancock,8758,Kentucky,18
1038,Hardin,110356,Kentucky,18
1039,Harlan,26409,Kentucky,18
1040,Harrison,18778,Kentucky,18
1041,Hart,18906,Kentucky,18
1042,Henderson,45591,Kentucky,18
1043,Henry,16106,Kentucky,18
1044,Hickman,4421,Kentucky,18
1045,Hopkins,45068,Kentucky,18
1046,Jackson,13442,Kentucky,18
1047,Jefferson,770517,Kentucky,18
1048,Jessamine,53920,Kentucky,18
1049,Johnson,22386,Kentucky,18
1050,Kenton,166051,Kentucky,18
1051,Knott,15126,Kentucky,18
1052,Knox,31304,Kentucky,18
1053,Larue,14307,Kentucky,18
1054,Laurel,60669,Kentucky,18
1055,Lawrence,15571,Kentucky,18
1056,Lee,7033,Kentucky,18
1057,Leslie,10143,Kentucky,18
1058,Letcher,21899,Kentucky,18
1059,Lewis,13257,Kentucky,18
1060,Lincoln,24644,Kentucky,18
1061,Livingston,9242,Kentucky,18
1062,Logan,26989,Kentucky,18
1063,Lyon,8009,Kentucky,18
1064,McCracken,65346,Kentucky,18
1065,McCreary,17408,Kentucky,18
1066,McLean,9252,Kentucky,18
1067,Madison,92368,Kentucky,18
1068,Magoffin,12362,Kentucky,18
1069,Marion,19404,Kentucky,18
1070,Marshall,31191,Kentucky,18
1071,Martin,11323,Kentucky,18
1072,Mason,17150,Kentucky,18
1073,Meade,28715,Kentucky,18
1074,Menifee,6451,Kentucky,18
1075,Mercer,21774,Kentucky,18
1076,Metcalfe,10030,Kentucky,18
1077,Monroe,10718,Kentucky,18
1078,Montgomery,28203,Kentucky,18
1079,Morgan,13345,Kentucky,18
1080,Muhlenberg,30774,Kentucky,18
1081,Nelson,45851,Kentucky,18
1082,Nicholas,7166,Kentucky,18
1083,Ohio,24087,Kentucky,18
1084,Oldham,66470,Kentucky,18
1085,Owen,10880,Kentucky,18
1086,Owsley,4472,Kentucky,18
1087,Pendleton,14529,Kentucky,18
1088,Perry,26092,Kentucky,18
1089,Pike,58402,Kentucky,18
1090,Powell,12442,Kentucky,18
1091,Pulaski,64623,Kentucky,18
1092,Robertson,2135,Kentucky,18
1093,Rockcastle,16750,Kentucky,18
1094,Rowan,24583,Kentucky,18
1095,Russell,17821,Kentucky,18
1096,Scott,56031,Kentucky,18
1097,Shelby,48518,Kentucky,18
1098,Simpson,18529,Kentucky,18
1099,Spencer,18794,Kentucky,18
1100,Taylor,25549,Kentucky,18
1101,Todd,12311,Kentucky,18
1102,Trigg,14643,Kentucky,18
1103,Trimble,8515,Kentucky,18
1104,Union,14505,Kentucky,18
1105,Warren,131264,Kentucky,18
1106,Washington,12084,Kentucky,18
1107,Wayne,20468,Kentucky,18
1108,Webster,13111,Kentucky,18
1109,Whitley,36242,Kentucky,18
1110,Wolfe,7177,Kentucky,18
1111,Woodford,26533,Kentucky,18
1112,Acadia Parish,62190,Louisiana,19
1113,Allen Parish,25605,Louisiana,19
1114,Ascension Parish,124672,Louisiana,19
1115,Assumption Parish,22300,Louisiana,19
1116,Avoyelles Parish,40462,Louisiana,19
1117,Beauregard Parish,37253,Louisiana,19
1118,Bienville Parish,13308,Louisiana,19
1119,Bossier Parish,127185,Louisiana,19
1120,Caddo Parish,242922,Louisiana,19
1121,Calcasieu Parish,203112,Louisiana,19
1122,Caldwell Parish,9960,Louisiana,19
1123,Cameron Parish,6968,Louisiana,19
1124,Catahoula Parish,9608,Louisiana,19
1125,Claiborne Parish,15944,Louisiana,19
1126,Concordia Parish,19572,Louisiana,19
1127,De Soto Parish,27436,Louisiana,19
1128,East Baton Rouge Parish,440956,Louisiana,19
1129,East Carroll Parish,7037,Louisiana,19
1130,East Feliciana Parish,19305,Louisiana,19
1131,Evangeline Parish,33443,Louisiana,19
1132,Franklin Parish,20156,Louisiana,19
1133,Grant Parish,22482,Louisiana,19
1134,Iberia Parish,70941,Louisiana,19
1135,Iberville Parish,32721,Louisiana,19
1136,Jackson Parish,15902,Louisiana,19
1137,Jefferson Parish,434051,Louisiana,19
1138,Jefferson Davis Parish,31582,Louisiana,19
1139,Lafayette Parish,242782,Louisiana,19
1140,Lafourche Parish,98115,Louisiana,19
1141,LaSalle Parish,14917,Louisiana,19
1142,Lincoln Parish,47196,Louisiana,19
1143,Livingston Parish,139567,Louisiana,19
1144,Madison Parish,11161,Louisiana,19
1145,Morehouse Parish,25398,Louisiana,19
1146,Natchitoches Parish,38659,Louisiana,19
1147,Orleans Parish,391006,Louisiana,19
1148,Ouachita Parish,154475,Louisiana,19
1149,Plaquemines Parish,23410,Louisiana,19
1150,Pointe Coupee Parish,21940,Louisiana,19
1151,Rapides Parish,130562,Louisiana,19
1152,Red River Parish,8477,Louisiana,19
1153,Richland Parish,20192,Louisiana,19
1154,Sabine Parish,24032,Louisiana,19
1155,St. Bernard Parish,46721,Louisiana,19
1156,St. Charles Parish,52879,Louisiana,19
1157,St. Helena Parish,10262,Louisiana,19
1158,St. James Parish,21037,Louisiana,19
1159,St. John the Baptist Parish,43184,Louisiana,19
1160,St. Landry Parish,82764,Louisiana,19
1161,St. Martin Parish,53621,Louisiana,19
1162,St. Mary Parish,49774,Louisiana,19
1163,St. Tammany Parish,258111,Louisiana,19
1164,Tangipahoa Parish,133777,Louisiana,19
1165,Tensas Parish,4462,Louisiana,19
1166,Terrebonne Parish,111021,Louisiana,19
1167,Union Parish,22330,Louisiana,19
1168,Vermilion Parish,59830,Louisiana,19
1169,Vernon Parish,48860,Louisiana,19
1170,Washington Parish,46582,Louisiana,19
1171,Webster Parish,38798,Louisiana,19
1172,West Baton Rouge Parish,26427,Louisiana,19
1173,West Carroll Parish,10982,Louisiana,19
1174,West Feliciana Parish,15460,Louisiana,19
1175,Winn Parish,14134,Louisiana,19
1176,Androscoggin,107679,Maine,20
1177,Aroostook,67111,Maine,20
1178,Cumberland,293557,Maine,20
1179,Franklin,29897,Maine,20
1180,Hancock,54811,Maine,20
1181,Kennebec,122083,Maine,20
1182,Knox,39771,Maine,20
1183,Lincoln,34342,Maine,20
1184,Oxford,57618,Maine,20
1185,Penobscot,151096,Maine,20
1186,Piscataquis,16800,Maine,20
1187,Sagadahoc,35634,Maine,20
1188,Somerset,50592,Maine,20
1189,Waldo,39694,Maine,20
1190,Washington,31490,Maine,20
1191,York,206229,Maine,20
1192,Allegany,70975,Maryland,21
1193,Anne Arundel,576031,Maryland,21
1194,Baltimore,828431,Maryland,21
1195,Calvert,92003,Maryland,21
1196,Caroline,33304,Maryland,21
1197,Carroll,168429,Maryland,21
1198,Cecil,102826,Maryland,21
1199,Charles,161503,Maryland,21
1200,Dorchester,31998,Maryland,21
1201,Frederick,255648,Maryland,21
1202,Garrett,29163,Maryland,21
1203,Harford,253956,Maryland,21
1204,Howard,323196,Maryland,21
1205,Kent,19383,Maryland,21
1206,Montgomery,1052567,Maryland,21
1207,Prince George's,909308,Maryland,21
1208,Queen Anne's,50251,Maryland,21
1209,St. Mary's,112664,Maryland,21
1210,Somerset,25675,Maryland,21
1211,Talbot,36968,Maryland,21
1212,Washington,150926,Maryland,21
1213,Wicomico,103195,Maryland,21
1214,Worcester,51823,Maryland,21
1215,Baltimore city,602495,Maryland,21
1216,Barnstable,213413,Massachusetts,22
1217,Berkshire,126348,Massachusetts,22
1218,Bristol,564022,Massachusetts,22
1219,Dukes,17352,Massachusetts,22
1220,Essex,790638,Massachusetts,22
1221,Franklin,70963,Massachusetts,22
1222,Hampden,470406,Massachusetts,22
1223,Hampshire,161355,Massachusetts,22
1224,Middlesex,1614714,Massachusetts,22
1225,Nantucket,11327,Massachusetts,22
1226,Norfolk,705388,Massachusetts,22
1227,Plymouth,518132,Massachusetts,22
1228,Suffolk,807252,Massachusetts,22
1229,Worcester,830839,Massachusetts,22
1230,Alcona,10362,Michigan,23
1231,Alger,9097,Michigan,23
1232,Allegan,117327,Michigan,23
1233,Alpena,28360,Michigan,23
1234,Antrim,23365,Michigan,23
1235,Arenac,15041,Michigan,23
1236,Baraga,8320,Michigan,23
1237,Barry,61157,Michigan,23
1238,Bay,103923,Michigan,23
1239,Benzie,17753,Michigan,23
1240,Berrien,154141,Michigan,23
1241,Branch,43622,Michigan,23
1242,Calhoun,134487,Michigan,23
1243,Cass,51653,Michigan,23
1244,Charlevoix,26244,Michigan,23
1245,Cheboygan,25413,Michigan,23
1246,Chippewa,37517,Michigan,23
1247,Clare,30757,Michigan,23
1248,Clinton,79332,Michigan,23
1249,Crawford,13901,Michigan,23
1250,Delta,35857,Michigan,23
1251,Dickinson,25383,Michigan,23
1252,Eaton,109826,Michigan,23
1253,Emmet,33308,Michigan,23
1254,Genesee,406892,Michigan,23
1255,Gladwin,25337,Michigan,23
1256,Gogebic,15096,Michigan,23
1257,Grand Traverse,92573,Michigan,23
1258,Gratiot,40599,Michigan,23
1259,Hillsdale,45749,Michigan,23
1260,Houghton,36219,Michigan,23
1261,Huron,31166,Michigan,23
1262,Ingham,292735,Michigan,23
1263,Ionia,64210,Michigan,23
1264,Iosco,25081,Michigan,23
1265,Iron,11117,Michigan,23
1266,Isabella,70562,Michigan,23
1267,Jackson,158823,Michigan,23
1268,Kalamazoo,264870,Michigan,23
1269,Kalkaska,17824,Michigan,23
1270,Kent,653786,Michigan,23
1271,Keweenaw,2113,Michigan,23
1272,Lake,11881,Michigan,23
1273,Lapeer,88028,Michigan,23
1274,Leelanau,21764,Michigan,23
1275,Lenawee,98266,Michigan,23
1276,Livingston,191224,Michigan,23
1277,Luce,6283,Michigan,23
1278,Mackinac,10787,Michigan,23
1279,Macomb,874759,Michigan,23
1280,Manistee,24528,Michigan,23
1281,Marquette,66516,Michigan,23
1282,Mason,29100,Michigan,23
1283,Mecosta,43545,Michigan,23
1284,Menominee,22983,Michigan,23
1285,Midland,83209,Michigan,23
1286,Missaukee,15113,Michigan,23
1287,Monroe,150439,Michigan,23
1288,Montcalm,63968,Michigan,23
1289,Montmorency,9265,Michigan,23
1290,Muskegon,173588,Michigan,23
1291,Newaygo,48892,Michigan,23
1292,Oakland,1259201,Michigan,23
1293,Oceana,26625,Michigan,23
1294,Ogemaw,20952,Michigan,23
1295,Ontonagon,5795,Michigan,23
1296,Osceola,23341,Michigan,23
1297,Oscoda,8276,Michigan,23
1298,Otsego,24665,Michigan,23
1299,Ottawa,290494,Michigan,23
1300,Presque Isle,12738,Michigan,23
1301,Roscommon,23884,Michigan,23
1302,Saginaw,190800,Michigan,23
1303,St. Clair,159337,Michigan,23
1304,St. Joseph,61043,Michigan,23
1305,Sanilac,41182,Michigan,23
1306,Schoolcraft,8068,Michigan,23
1307,Shiawassee,68192,Michigan,23
1308,Tuscola,52516,Michigan,23
1309,Van Buren,75448,Michigan,23
1310,Washtenaw,370963,Michigan,23
1311,Wayne,1753893,Michigan,23
1312,Wexford,33466,Michigan,23
1313,Aitkin,15902,Minnesota,24
1314,Anoka,353813,Minnesota,24
1315,Becker,34371,Minnesota,24
1316,Beltrami,46847,Minnesota,24
1317,Benton,40545,Minnesota,24
1318,Big Stone,4989,Minnesota,24
1319,Blue Earth,67427,Minnesota,24
1320,Brown,25111,Minnesota,24
1321,Carlton,35837,Minnesota,24
1322,Carver,103551,Minnesota,24
1323,Cass,29519,Minnesota,24
1324,Chippewa,11924,Minnesota,24
1325,Chisago,55922,Minnesota,24
1326,Clay,63955,Minnesota,24
1327,Clearwater,8810,Minnesota,24
1328,Cook,5393,Minnesota,24
1329,Cottonwood,11277,Minnesota,24
1330,Crow Wing,64889,Minnesota,24
1331,Dakota,425423,Minnesota,24
1332,Dodge,20822,Minnesota,24
1333,Douglas,37964,Minnesota,24
1334,Faribault,13758,Minnesota,24
1335,Fillmore,21058,Minnesota,24
1336,Freeborn,30444,Minnesota,24
1337,Goodhue,46403,Minnesota,24
1338,Grant,6021,Minnesota,24
1339,Hennepin,1259428,Minnesota,24
1340,Houston,18578,Minnesota,24
1341,Hubbard,21332,Minnesota,24
1342,Isanti,39966,Minnesota,24
1343,Itasca,45108,Minnesota,24
1344,Jackson,9911,Minnesota,24
1345,Kanabec,16207,Minnesota,24
1346,Kandiyohi,42855,Minnesota,24
1347,Kittson,4248,Minnesota,24
1348,Koochiching,12440,Minnesota,24
1349,Lac qui Parle,6658,Minnesota,24
1350,Lake,10658,Minnesota,24
1351,Lake of the Woods,3758,Minnesota,24
1352,Le Sueur,28494,Minnesota,24
1353,Lincoln,5673,Minnesota,24
1354,Lyon,25629,Minnesota,24
1355,McLeod,35873,Minnesota,24
1356,Mahnomen,5519,Minnesota,24
1357,Marshall,9390,Minnesota,24
1358,Martin,19785,Minnesota,24
1359,Meeker,23141,Minnesota,24
1360,Mille Lacs,26139,Minnesota,24
1361,Morrison,33169,Minnesota,24
1362,Mower,40011,Minnesota,24
1363,Murray,8276,Minnesota,24
1364,Nicollet,34220,Minnesota,24
1365,Nobles,21924,Minnesota,24
1366,Norman,6475,Minnesota,24
1367,Olmsted,156277,Minnesota,24
1368,Otter Tail,58812,Minnesota,24
1369,Pennington,14178,Minnesota,24
1370,Pine,29483,Minnesota,24
1371,Pipestone,9047,Minnesota,24
1372,Polk,31529,Minnesota,24
1373,Pope,11097,Minnesota,24
1374,Ramsey,550210,Minnesota,24
1375,Red Lake,3999,Minnesota,24
1376,Redwood,15249,Minnesota,24
1377,Renville,14612,Minnesota,24
1378,Rice,66523,Minnesota,24
1379,Rock,9414,Minnesota,24
1380,Roseau,15150,Minnesota,24
1381,St. Louis,199754,Minnesota,24
1382,Scott,147381,Minnesota,24
1383,Sherburne,96036,Minnesota,24
1384,Sibley,15028,Minnesota,24
1385,Stearns,159256,Minnesota,24
1386,Steele,36803,Minnesota,24
1387,Stevens,9753,Minnesota,24
1388,Swift,9345,Minnesota,24
1389,Todd,24582,Minnesota,24
1390,Traverse,3308,Minnesota,24
1391,Wabasha,21645,Minnesota,24
1392,Wadena,13773,Minnesota,24
1393,Waseca,18691,Minnesota,24
1394,Washington,259201,Minnesota,24
1395,Watonwan,10980,Minnesota,24
1396,Wilkin,6254,Minnesota,24
1397,Winona,50825,Minnesota,24
1398,Wright,136349,Minnesota,24
1399,Yellow Medicine,9795,Minnesota,24
1400,Adams,31192,Mississippi,25
1401,Alcorn,36925,Mississippi,25
1402,Amite,12326,Mississippi,25
1403,Attala,18365,Mississippi,25
1404,Benton,8271,Mississippi,25
1405,Bolivar,31333,Mississippi,25
1406,Calhoun,14436,Mississippi,25
1407,Carroll,9911,Mississippi,25
1408,Chickasaw,17171,Mississippi,25
1409,Choctaw,8278,Mississippi,25
1410,Claiborne,9002,Mississippi,25
1411,Clarke,15604,Mississippi,25
1412,Clay,19386,Mississippi,25
1413,Coahoma,22628,Mississippi,25
1414,Copiah,28543,Mississippi,25
1415,Covington,18853,Mississippi,25
1416,DeSoto,182001,Mississippi,25
1417,Forrest,75036,Mississippi,25
1418,Franklin,7788,Mississippi,25
1419,George,24250,Mississippi,25
1420,Greene,13586,Mississippi,25
1421,Grenada,21055,Mississippi,25
1422,Hancock,47334,Mississippi,25
1423,Harrison,206650,Mississippi,25
1424,Hinds,237085,Mississippi,25
1425,Holmes,17622,Mississippi,25
1426,Humphreys,8257,Mississippi,25
1427,Issaquena,1308,Mississippi,25
1428,Itawamba,23517,Mississippi,25
1429,Jackson,143277,Mississippi,25
1430,Jasper,16428,Mississippi,25
1431,Jefferson,7106,Mississippi,25
1432,Jefferson Davis,11234,Mississippi,25
1433,Jones,68461,Mississippi,25
1434,Kemper,10027,Mississippi,25
1435,Lafayette,54793,Mississippi,25
1436,Lamar,62447,Mississippi,25
1437,Lauderdale,75317,Mississippi,25
1438,Lawrence,12455,Mississippi,25
1439,Leake,22763,Mississippi,25
1440,Lee,85202,Mississippi,25
1441,Leflore,28919,Mississippi,25
1442,Lincoln,34205,Mississippi,25
1443,Lowndes,58930,Mississippi,25
1444,Madison,105630,Mississippi,25
1445,Marion,24715,Mississippi,25
1446,Marshall,35451,Mississippi,25
1447,Monroe,35564,Mississippi,25
1448,Montgomery,10023,Mississippi,25
1449,Neshoba,29125,Mississippi,25
1450,Newton,21443,Mississippi,25
1451,Noxubee,10535,Mississippi,25
1452,Oktibbeha,49599,Mississippi,25
1453,Panola,34178,Mississippi,25
1454,Pearl River,55387,Mississippi,25
1455,Perry,11931,Mississippi,25
1456,Pike,39563,Mississippi,25
1457,Pontotoc,31833,Mississippi,25
1458,Prentiss,25315,Mississippi,25
1459,Quitman,7051,Mississippi,25
1460,Rankin,153902,Mississippi,25
1461,Scott,28287,Mississippi,25
1462,Sharkey,4377,Mississippi,25
1463,Simpson,26758,Mississippi,25
1464,Smith,16002,Mississippi,25
1465,Stone,18717,Mississippi,25
1466,Sunflower,25735,Mississippi,25
1467,Tallahatchie,13987,Mississippi,25
1468,Tate,28759,Mississippi,25
1469,Tippah,21995,Mississippi,25
1470,Tishomingo,19454,Mississippi,25
1471,Tunica,9944,Mississippi,25
1472,Union,28606,Mississippi,25
1473,Walthall,14465,Mississippi,25
1474,Warren,46176,Mississippi,25
1475,Washington,45063,Mississippi,25
1476,Wayne,20298,Mississippi,25
1477,Webster,9788,Mississippi,25
1478,Wilkinson,8792,Mississippi,25
1479,Winston,18165,Mississippi,25
1480,Yalobusha,12392,Mississippi,25
1481,Yazoo,28248,Mississippi,25
1482,Adair,25339,Missouri,26
1483,Andrew,17607,Missouri,26
1484,Atchison,5171,Missouri,26
1485,Audrain,25473,Missouri,26
1486,Barry,35886,Missouri,26
1487,Barton,11798,Missouri,26
1488,Bates,16320,Missouri,26
1489,Benton,19278,Missouri,26
1490,Bollinger,12169,Missouri,26
1491,Boone,180005,Missouri,26
1492,Buchanan,88571,Missouri,26
1493,Butler,42639,Missouri,26
1494,Caldwell,9108,Missouri,26
1495,Callaway,44889,Missouri,26
1496,Camden,45815,Missouri,26
1497,Cape Girardeau,78753,Missouri,26
1498,Carroll,8743,Missouri,26
1499,Carter,6054,Missouri,26
1500,Cass,104954,Missouri,26
1501,Cedar,14165,Missouri,26
1502,Chariton,7451,Missouri,26
1503,Christian,86983,Missouri,26
1504,Clark,6842,Missouri,26
1505,Clay,246365,Missouri,26
1506,Clinton,20470,Missouri,26
1507,Cole,76796,Missouri,26
1508,Cooper,17603,Missouri,26
1509,Crawford,23957,Missouri,26
1510,Dade,7569,Missouri,26
1511,Dallas,16762,Missouri,26
1512,Daviess,8313,Missouri,26
1513,DeKalb,12630,Missouri,26
1514,Dent,15441,Missouri,26
1515,Douglas,13373,Missouri,26
1516,Dunklin,29423,Missouri,26
1517,Franklin,103670,Missouri,26
1518,Gasconade,14705,Missouri,26
1519,Gentry,6628,Missouri,26
1520,Greene,291923,Missouri,26
1521,Grundy,9914,Missouri,26
1522,Harrison,8414,Missouri,26
1523,Henry,21792,Missouri,26
1524,Hickory,9509,Missouri,26
1525,Holt,4404,Missouri,26
1526,Howard,10137,Missouri,26
1527,Howell,40076,Missouri,26
1528,Iron,10177,Missouri,26
1529,Jackson,700307,Missouri,26
1530,Jasper,120636,Missouri,26
1531,Jefferson,224347,Missouri,26
1532,Johnson,53652,Missouri,26
1533,Knox,3947,Missouri,26
1534,Laclede,35713,Missouri,26
1535,Lafayette,32598,Missouri,26
1536,Lawrence,38359,Missouri,26
1537,Lewis,9855,Missouri,26
1538,Lincoln,57686,Missouri,26
1539,Linn,12037,Missouri,26
1540,Livingston,15146,Missouri,26
1541,McDonald,23078,Missouri,26
1542,Macon,15153,Missouri,26
1543,Madison,12188,Missouri,26
1544,Maries,8769,Missouri,26
1545,Marion,28592,Missouri,26
1546,Mercer,3641,Missouri,26
1547,Miller,25336,Missouri,26
1548,Mississippi,13336,Missouri,26
1549,Moniteau,16121,Missouri,26
1550,Monroe,8664,Missouri,26
1551,Montgomery,11534,Missouri,26
1552,Morgan,20358,Missouri,26
1553,New Madrid,17296,Missouri,26
1554,Newton,58266,Missouri,26
1555,Nodaway,22304,Missouri,26
1556,Oregon,10541,Missouri,26
1557,Osage,13714,Missouri,26
1558,Ozark,9017,Missouri,26
1559,Pemiscot,16272,Missouri,26
1560,Perry,19150,Missouri,26
1561,Pettis,42542,Missouri,26
1562,Phelps,44732,Missouri,26
1563,Pike,18504,Missouri,26
1564,Platte,102985,Missouri,26
1565,Polk,32201,Missouri,26
1566,Pulaski,52014,Missouri,26
1567,Putnam,4757,Missouri,26
1568,Ralls,10212,Missouri,26
1569,Randolph,24763,Missouri,26
1570,Ray,22883,Missouri,26
1571,Reynolds,6254,Missouri,26
1572,Ripley,13401,Missouri,26
1573,St. Charles,399182,Missouri,26
1574,St. Clair,9395,Missouri,26
1575,Ste. Genevieve,17888,Missouri,26
1576,St. Francois,66692,Missouri,26
1577,St. Louis,996945,Missouri,26
1578,Saline,22895,Missouri,26
1579,Schuyler,4599,Missouri,26
1580,Scotland,4966,Missouri,26
1581,Scott,38458,Missouri,26
1582,Shannon,8189,Missouri,26
1583,Shelby,6050,Missouri,26
1584,Stoddard,29206,Missouri,26
1585,Stone,31749,Missouri,26
1586,Sullivan,6221,Missouri,26
1587,Taney,55852,Missouri,26
1588,Texas,25571,Missouri,26
1589,Vernon,20528,Missouri,26
1590,Warren,34711,Missouri,26
1591,Washington,24943,Missouri,26
1592,Wayne,13122,Missouri,26
1593,Webster,39109,Missouri,26
1594,Worth,2040,Missouri,26
1595,Wright,18378,Missouri,26
1596,St. Louis city,302838,Missouri,26
1597,Beaverhead,9404,Montana,27
1598,Big Horn,13338,Montana,27
1599,Blaine,6807,Montana,27
1600,Broadwater,6085,Montana,27
1601,Carbon,10714,Montana,27
1602,Carter,1238,Montana,27
1603,Cascade,81643,Montana,27
1604,Chouteau,5745,Montana,27
1605,Custer,11586,Montana,27
1606,Daniels,1747,Montana,27
1607,Dawson,8680,Montana,27
1608,Deer Lodge,9131,Montana,27
1609,Fallon,2920,Montana,27
1610,Fergus,11113,Montana,27
1611,Flathead,102106,Montana,27
1612,Gallatin,111876,Montana,27
1613,Garfield,1268,Montana,27
1614,Glacier,13747,Montana,27
1615,Golden Valley,826,Montana,27
1616,Granite,3378,Montana,27
1617,Hill,16347,Montana,27
1618,Jefferson,12097,Montana,27
1619,Judith Basin,1952,Montana,27
1620,Lake,30250,Montana,27
1621,Lewis and Clark,68700,Montana,27
1622,Liberty,2430,Montana,27
1623,Lincoln,19794,Montana,27
