id,name,population,state,state_id
60,Sumter,12691,Alabama,1
61,Talladega,79828,Alabama,1
62,Tallapoosa,40497,Alabama,1
63,Tuscaloosa,208911,Alabama,1
64,Walker,63711,Alabama,1
65,Washington,16378,Alabama,1
66,Wilcox,10627,Alabama,1
67,Winston,23660,Alabama,1
68,Aleutians East Borough,3515,Alaska,2
69,Aleutians West Census Area,5723,Alaska,2
70,Anchorage Municipality,291538,Alaska,2
71,Bethel Census Area,18216,Alaska,2
72,Bristol Bay plus Lake and Peninsula,2464,Alaska,2
73,Denali Borough,2059,Alaska,2
74,Dillingham Census Area,5000,Alaska,2
75,Fairbanks North Star Borough,98971,Alaska,2
76,Haines Borough,2474,Alaska,2
77,Yakutat plus Hoonah-Angoon,2755,Alaska,2
78,Juneau City and Borough,32113,Alaska,2
79,Kenai Peninsula Borough,58533,Alaska,2
80,Ketchikan Gateway Borough,13918,Alaska,2
81,Kodiak Island Borough,13345,Alaska,2
82,Kusilvak Census Area,8303,Alaska,2
83,Matanuska-Susitna Borough,107610,Alaska,2
84,Nome Census Area,10008,Alaska,2
85,North Slope Borough,9872,Alaska,2
86,Northwest Arctic Borough,7671,Alaska,2
87,Petersburg Borough,3221,Alaska,2
88,Prince of Wales-Hyder Census Area,6422,Alaska,2
89,Sitka City and Borough,8647,Alaska,2
90,Skagway Municipality,1148,Alaska,2
91,Southeast Fairbanks Census Area,6918,Alaska,2
92,Valdez-Cordova Census Area,9164,Alaska,2
93,Wrangell City and Borough,2503,Alaska,2
94,Yukon-Koyukuk Census Area,5327,Alaska,2
95,Apache,71818,Arizona,3
96,Cochise,126770,Arizona,3
97,Coconino,142854,Arizona,3
98,Gila,53889,Arizona,3
99,Graham,38072,Arizona,3
100,Greenlee,9483,Arizona,3
101,La Paz,21098,Arizona,3
102,Maricopa,4410824,Arizona,3
103,Mohave,209550,Arizona,3
104,Navajo,110445,Arizona,3
105,Pima,1039073,Arizona,3
106,Pinal,447138,Arizona,3
107,Santa Cruz,46511,Arizona,3
108,Yavapai,231993,Arizona,3
109,Yuma,212128,Arizona,3
110,Arkansas,17769,Arkansas,4
111,Ashley,20046,Arkansas,4
112,Baxter,41619,Arkansas,4
113,Benton,272608,Arkansas,4
114,Boone,37480,Arkansas,4
115,Bradley,10897,Arkansas,4
116,Calhoun,5277,Arkansas,4
117,Carroll,28223,Arkansas,4
118,Chicot,10438,Arkansas,4
119,Clark,22061,Arkansas,4
120,Clay,14847,Arkansas,4
121,Cleburne,24965,Arkansas,4
122,Cleveland,8018,Arkansas,4
123,Columbia,23537,Arkansas,4
124,Conway,20891,Arkansas,4
125,Craighead,108558,Arkansas,4
126,Crawford,63406,Arkansas,4
127,Crittenden,48342,Arkansas,4
128,Cross,16676,Arkansas,4
129,Dallas,7182,Arkansas,4
130,Desha,11512,Arkansas,4
131,Drew,18328,Arkansas,4
132,Faulkner,124806,Arkansas,4
133,Franklin,17810,Arkansas,4
134,Fulton,12269,Arkansas,4
135,Garland,99154,Arkansas,4
136,Grant,18188,Arkansas,4
137,Greene,45325,Arkansas,4
138,Hempstead,21741,Arkansas,4
139,Hot Spring,33701,Arkansas,4
140,Howard,13341,Arkansas,4
141,Independence,37678,Arkansas,4
142,Izard,13593,Arkansas,4
143,Jackson,16811,Arkansas,4
144,Jefferson,68114,Arkansas,4
145,Johnson,26742,Arkansas,4
146,Lafayette,6682,Arkansas,4
147,Lawrence,16434,Arkansas,4
148,Lee,8985,Arkansas,4
149,Lincoln,13383,Arkansas,4
150,Little River,12326,Arkansas,4
151,Logan,21737,Arkansas,4
152,Lonoke,73657,Arkansas,4
153,Madison,16481,Arkansas,4
154,Marion,16722,Arkansas,4
155,Miller,43592,Arkansas,4
156,Mississippi,41239,Arkansas,4
157,Monroe,6900,Arkansas,4
158,Montgomery,8924,Arkansas,4
159,Nevada,8326,Arkansas,4
160,Newton,7805,Arkansas,4
161,Ouachita,23606,Arkansas,4
162,Perry,10352,Arkansas,4
163,Phillips,18029,Arkansas,4
164,Pike,10673,Arkansas,4
165,Poinsett,23974,Arkansas,4
166,Polk,20049,Arkansas,4
167,Pope,64000,Arkansas,4
168,Prairie,8074,Arkansas,4
169,Pulaski,392680,Arkansas,4
170,Randolph,17948,Arkansas,4
171,St. Francis,25439,Arkansas,4
172,Saline,121421,Arkansas,4
173,Scott,10319,Arkansas,4
174,Searcy,7958,Arkansas,4
175,Sebastian,127753,Arkansas,4
176,Sevier,17139,Arkansas,4
177,Sharp,17366,Arkansas,4
178,Stone,12457,Arkansas,4
179,Union,39126,Arkansas,4
180,Van Buren,16603,Arkansas,4
181,Washington,236961,Arkansas,4
182,White,78727,Arkansas,4
183,Woodruff,6490,Arkansas,4
184,Yell,21535,Arkansas,4
185,Alameda,1666753,California,5
186,Alpine,1101,California,5
187,Amador,39383,California,5
188,Butte,231256,California,5
189,Calaveras,45602,California,5
190,Colusa,21627,California,5
191,Contra Costa,1150215,California,5
192,Del Norte,27828,California,5
193,El Dorado,190678,California,5
194,Fresno,994400,California,5
195,Glenn,28047,California,5
196,Humboldt,136373,California,5
197,Imperial,181827,California,5
198,Inyo,17987,California,5
199,Kern,896764,California,5
200,Kings,151366,California,5
201,Lake,64382,California,5
202,Lassen,30802,California,5
203,Los Angeles,10105518,California,5
204,Madera,157672,California,5
205,Marin,259666,California,5
206,Mariposa,17471,California,5
207,Mendocino,87606,California,5
208,Merced,274765,California,5
209,Modoc,8777,California,5
210,Mono,14250,California,5
211,Monterey,435594,California,5
212,Napa,139417,California,5
213,Nevada,99696,California,5
214,Orange,3185968,California,5
215,Placer,393149,California,5
216,Plumas,18804,California,5
217,Riverside,2450758,California,5
218,Sacramento,1540975,California,5
219,San Benito,61537,California,5
220,San Bernardino,2171603,California,5
221,San Diego,3343364,California,5
222,San Francisco,883305,California,5
223,San Joaquin,752660,California,5
224,San Luis Obispo,284010,California,5
225,San Mateo,769545,California,5
226,Santa Barbara,446527,California,5
227,Santa Clara,1937570,California,5
228,Santa Cruz,274255,California,5
229,Shasta,180040,California,5
230,Sierra,2987,California,5
231,Siskiyou,43724,California,5
232,Solano,446610,California,5
233,Sonoma,499942,California,5
234,Stanislaus,549815,California,5
235,Sutter,96807,California,5
236,Tehama,63916,California,5
237,Trinity,12535,California,5
238,Tulare,465861,California,5
239,Tuolumne,54539,California,5
240,Ventura,850967,California,5
241,Yolo,220408,California,5
242,Yuba,78041,California,5
243,Adams,511868,Colorado,6
244,Alamosa,16683,Colorado,6
245,Arapahoe,651215,Colorado,6
246,Archuleta,13765,Colorado,6
247,Baca,3585,Colorado,6
248,Bent,5882,Colorado,6
249,Boulder,326078,Colorado,6
250,Broomfield,69267,Colorado,6
251,Chaffee,20027,Colorado,6
252,Cheyenne,1876,Colorado,6
253,Clear Creek,9605,Colorado,6
254,Conejos,8200,Colorado,6
255,Costilla,3828,Colorado,6
256,Crowley,5858,Colorado,6
257,Custer,4954,Colorado,6
258,Delta,30953,Colorado,6
259,Denver,716492,Colorado,6
260,Dolores,2074,Colorado,6
261,Douglas,342776,Colorado,6
262,Eagle,54993,Colorado,6
263,Elbert,26282,Colorado,6
264,El Paso,713856,Colorado,6
265,Fremont,48021,Colorado,6
266,Garfield,59770,Colorado,6
267,Gilpin,6121,Colorado,6
268,Grand,15525,Colorado,6
269,Gunnison,17246,Colorado,6
270,Hinsdale,811,Colorado,6
271,Huerfano,6889,Colorado,6
272,Jackson,1399,Colorado,6
273,Jefferson,580233,Colorado,6
274,Kiowa,1383,Colorado,6
275,Kit Carson,7163,Colorado,6
276,Lake,7824,Colorado,6
277,La Plata,56310,Colorado,6
278,Larimer,350518,Colorado,6
279,Las Animas,14503,Colorado,6
280,Lincoln,5610,Colorado,6
281,Logan,21528,Colorado,6
282,Mesa,153207,Colorado,6
283,Mineral,776,Colorado,6
284,Moffat,13188,Colorado,6
285,Montezuma,26158,Colorado,6
286,Montrose,42214,Colorado,6
287,Morgan,28558,Colorado,6
288,Otero,18432,Colorado,6
289,Ouray,4833,Colorado,6
290,Park,18556,Colorado,6
291,Phillips,4286,Colorado,6
292,Pitkin,17950,Colorado,6
293,Prowers,12164,Colorado,6
294,Pueblo,167529,Colorado,6
295,Rio Blanco,6336,Colorado,6
296,Rio Grande,11250,Colorado,6
297,Routt,25733,Colorado,6
298,Saguache,6843,Colorado,6
299,San Juan,762,Colorado,6
300,San Miguel,8191,Colorado,6
301,Sedgwick,2303,Colorado,6
302,Summit,31007,Colorado,6
303,Teller,25083,Colorado,6
304,Washington,4909,Colorado,6
305,Weld,314305,Colorado,6
306,Yuma,10020,Colorado,6
307,Fairfield,943823,Connecticut,7
308,Hartford,892697,Connecticut,7
309,Litchfield,181111,Connecticut,7
310,Middlesex,162682,Connecticut,7
311,New Haven,857620,Connecticut,7
312,New London,266784,Connecticut,7
313,Tolland,150921,Connecticut,7
314,Windham,117027,Connecticut,7
315,Kent,178550,Delaware,8
316,New Castle,559335,Delaware,8
317,Sussex,229286,Delaware,8
318,District of Columbia,702455,District of Columbia,9
319,Alachua,269956,Florida,10
320,Baker,28355,Florida,10
321,Bay,185287,Florida,10
322,Bradford,27732,Florida,10
323,Brevard,596849,Florida,10
324,Broward,1951260,Florida,10
325,Calhoun,14587,Florida,10
326,Charlotte,184998,Florida,10
327,Citrus,147929,Florida,10
328,Clay,216072,Florida,10
329,Collier,378488,Florida,10
330,Columbia,70503,Florida,10
331,DeSoto,37489,Florida,10
332,Dixie,16700,Florida,10
333,Duval,950181,Florida,10
334,Escambia,315534,Florida,10
335,Flagler,112067,Florida,10
336,Franklin,11736,Florida,10
337,Gadsden,45894,Florida,10
338,Gilchrist,18256,Florida,10
339,Glades,13724,Florida,10
340,Gulf,16164,Florida,10
341,Hamilton,14310,Florida,10
342,Hardee,27245,Florida,10
343,Hendry,41556,Florida,10
344,Hernando,190865,Florida,10
345,Highlands,105424,Florida,10
346,Hillsborough,1436888,Florida,10
347,Holmes,19477,Florida,10
348,Indian River,157413,Florida,10
349,Jackson,48305,Florida,10
350,Jefferson,14288,Florida,10
351,Lafayette,8732,Florida,10
352,Lake,356495,Florida,10
353,Lee,754610,Florida,10
354,Leon,292502,Florida,10
355,Levy,40770,Florida,10
356,Liberty,8457,Florida,10
357,Madison,18529,Florida,10
358,Manatee,394855,Florida,10
359,Marion,359977,Florida,10
360,Martin,160912,Florida,10
361,Miami-Dade,2761581,Florida,10
362,Monroe,75027,Florida,10
363,Nassau,85832,Florida,10
364,Okaloosa,207269,Florida,10
365,Okeechobee,41537,Florida,10
366,Orange,1380645,Florida,10
367,Osceola,367990,Florida,10
368,Palm Beach,1485941,Florida,10
369,Pasco,539630,Florida,10
370,Pinellas,975280,Florida,10
371,Polk,708009,Florida,10
372,Putnam,74163,Florida,10
373,St. Johns,254261,Florida,10
374,St. Lucie,321128,Florida,10
375,Santa Rosa,179349,Florida,10
376,Sarasota,426718,Florida,10
377,Seminole,467832,Florida,10
378,Sumter,128754,Florida,10
379,Suwannee,44191,Florida,10
380,Taylor,21623,Florida,10
381,Union,14940,Florida,10
382,Volusia,547538,Florida,10
383,Wakulla,32461,Florida,10
384,Walton,71375,Florida,10
385,Washington,24880,Florida,10
386,Appling,18507,Georgia,11
387,Atkinson,8297,Georgia,11
388,Bacon,11185,Georgia,11
389,Baker,3092,Georgia,11
390,Baldwin,44823,Georgia,11
391,Banks,18988,Georgia,11
392,Barrow,80809,Georgia,11
393,Bartow,106408,Georgia,11
394,Ben Hill,16787,Georgia,11
395,Berrien,19252,Georgia,11
396,Bibb,153095,Georgia,11
397,Bleckley,12838,Georgia,11
398,Brantley,18897,Georgia,11
399,Brooks,15513,Georgia,11
400,Bryan,38109,Georgia,11
401,Bulloch,77296,Georgia,11
402,Burke,22423,Georgia,11
403,Butts,24193,Georgia,11
404,Calhoun,6352,Georgia,11
405,Camden,53677,Georgia,11
406,Candler,10836,Georgia,11
407,Carroll,118121,Georgia,11
408,Catoosa,67420,Georgia,11
409,Charlton,12968,Georgia,11
410,Chatham,289195,Georgia,11
411,Chattahoochee,10684,Georgia,11
412,Chattooga,24790,Georgia,11
413,Cherokee,254149,Georgia,11
414,Clarke,127330,Georgia,11
415,Clay,2887,Georgia,11
416,Clayton,289615,Georgia,11
417,Clinch,6648,Georgia,11
418,Cobb,756865,Georgia,11
419,Coffee,43093,Georgia,11
420,Colquitt,45592,Georgia,11
421,Columbia,154291,Georgia,11
422,Cook,17162,Georgia,11
423,Coweta,145864,Georgia,11
424,Crawford,12318,Georgia,11
425,Crisp,22601,Georgia,11
426,Dade,16226,Georgia,11
427,Dawson,25083,Georgia,11
428,Decatur,26575,Georgia,11
429,DeKalb,756558,Georgia,11
430,Dodge,20705,Georgia,11
431,Dooly,13706,Georgia,11
432,Dougherty,91243,Georgia,11
433,Douglas,145331,Georgia,11
434,Early,10247,Georgia,11
435,Echols,4000,Georgia,11
436,Effingham,62190,Georgia,11
437,Elbert,19120,Georgia,11
438,Emanuel,22612,Georgia,11
439,Evans,10721,Georgia,11
440,Fannin,25964,Georgia,11
441,Fayette,113459,Georgia,11
442,Floyd,97927,Georgia,11
443,Forsyth,236612,Georgia,11
444,Franklin,23023,Georgia,11
445,Fulton,1050114,Georgia,11
446,Gilmer,30816,Georgia,11
447,Glascock,2995,Georgia,11
448,Glynn,85219,Georgia,11
449,Gordon,57685,Georgia,11
450,Grady,24748,Georgia,11
451,Greene,17698,Georgia,11
452,Gwinnett,927781,Georgia,11
453,Habersham,45388,Georgia,11
454,Hall,202148,Georgia,11
455,Hancock,8348,Georgia,11
456,Haralson,29533,Georgia,11
457,Harris,34475,Georgia,11
458,Hart,26099,Georgia,11
459,Heard,11879,Georgia,11
460,Henry,230220,Georgia,11
461,Houston,155469,Georgia,11
462,Irwin,9398,Georgia,11
463,Jackson,70422,Georgia,11
464,Jasper,14040,Georgia,11
465,Jeff Davis,15029,Georgia,11
466,Jefferson,15430,Georgia,11
467,Jenkins,8683,Georgia,11
468,Johnson,9708,Georgia,11
469,Jones,28616,Georgia,11
470,Lamar,19000,Georgia,11
471,Lanier,10340,Georgia,11
472,Laurens,47325,Georgia,11
473,Lee,29764,Georgia,11
474,Liberty,61497,Georgia,11
475,Lincoln,7915,Georgia,11
476,Long,18998,Georgia,11
477,Lowndes,116321,Georgia,11
478,Lumpkin,32955,Georgia,11
479,McDuffie,21531,Georgia,11
480,McIntosh,14340,Georgia,11
481,Macon,13143,Georgia,11
482,Madison,29650,Georgia,11
483,Marion,8351,Georgia,11
484,Meriwether,21068,Georgia,11
485,Miller,5686,Georgia,11
486,Mitchell,22192,Georgia,11
487,Monroe,27520,Georgia,11
488,Montgomery,9193,Georgia,11
489,Morgan,18853,Georgia,11
490,Murray,39921,Georgia,11
491,Muscogee,194160,Georgia,11
492,Newton,109541,Georgia,11
493,Oconee,39272,Georgia,11
494,Oglethorpe,15054,Georgia,11
495,Paulding,164044,Georgia,11
496,Peach,27297,Georgia,11
497,Pickens,31980,Georgia,11
498,Pierce,19389,Georgia,11
499,Pike,18634,Georgia,11
500,Polk,42470,Georgia,11
501,Pulaski,11069,Georgia,11
502,Putnam,21809,Georgia,11
503,Quitman,2279,Georgia,11
504,Rabun,16867,Georgia,11
505,Randolph,6833,Georgia,11
506,Richmond,201554,Georgia,11
507,Rockdale,90594,Georgia,11
508,Schley,5236,Georgia,11
509,Screven,13938,Georgia,11
510,Seminole,8315,Georgia,11
511,Spalding,66100,Georgia,11
512,Stephens,26035,Georgia,11
513,Stewart,6199,Georgia,11
514,Sumter,29733,Georgia,11
515,Talbot,6272,Georgia,11
516,Taliaferro,1608,Georgia,11
517,Tattnall,25391,Georgia,11
518,Taylor,8039,Georgia,11
519,Telfair,15876,Georgia,11
520,Terrell,8611,Georgia,11
521,Thomas,44448,Georgia,11
522,Tift,40571,Georgia,11
523,Toombs,26887,Georgia,11
524,Towns,11852,Georgia,11
525,Treutlen,6809,Georgia,11
526,Troup,70034,Georgia,11
527,Turner,7912,Georgia,11
528,Twiggs,8188,Georgia,11
529,Union,24001,Georgia,11
530,Upson,26215,Georgia,11
531,Walker,69410,Georgia,11
532,Walton,93503,Georgia,11
533,Ware,35680,Georgia,11
534,Warren,5251,Georgia,11
535,Washington,20386,Georgia,11
536,Wayne,29808,Georgia,11
537,Webster,2611,Georgia,11
538,Wheeler,7879,Georgia,11
539,White,29970,Georgia,11
540,Whitfield,104062,Georgia,11
541,Wilcox,8812,Georgia,11
542,Wilkes,9876,Georgia,11
543,Wilkinson,9036,Georgia,11
544,Worth,20299,Georgia,11
545,Hawaii,200983,Hawaii,12
546,Honolulu,980080,Hawaii,12
547,Kalawao,88,Hawaii,12
548,Kauai,72133,Hawaii,12
549,Maui,167207,Hawaii,12
550,Ada,469966,Idaho,13
551,Adams,4250,Idaho,13
552,Bannock,87138,Idaho,13
553,Bear Lake,6050,Idaho,13
554,Benewah,9226,Idaho,13
555,Bingham,46236,Idaho,13
556,Blaine,22601,Idaho,13
557,Boise,7634,Idaho,13
558,Bonner,44727,Idaho,13
559,Bonneville,116854,Idaho,13
560,Boundary,11948,Idaho,13
561,Butte,2611,Idaho,13
562,Camas,1127,Idaho,13
563,Canyon,223499,Idaho,13
564,Caribou,7060,Idaho,13
565,Cassia,23864,Idaho,13
566,Clark,852,Idaho,13
567,Clearwater,8758,Idaho,13
568,Custer,4280,Idaho,13
569,Elmore,27259,Idaho,13
570,Franklin,13726,Idaho,13
571,Fremont,13168,Idaho,13
572,Gem,17634,Idaho,13
573,Gooding,15196,Idaho,13
574,Idaho,16513,Idaho,13
575,Jefferson,29439,Idaho,13
576,Jerome,24015,Idaho,13
577,Kootenai,161505,Idaho,13
578,Latah,40134,Idaho,13
579,Lemhi,7961,Idaho,13
580,Lewis,3861,Idaho,13
581,Lincoln,5360,Idaho,13
582,Madison,39304,Idaho,13
583,Minidoka,20825,Idaho,13
584,Nez Perce,40408,Idaho,13
585,Oneida,4488,Idaho,13
586,Owyhee,11693,Idaho,13
587,Payette,23551,Idaho,13
588,Power,7768,Idaho,13
589,Shoshone,12796,Idaho,13
590,Teton,11640,Idaho,13
591,Twin Falls,86081,Idaho,13
592,Valley,11041,Idaho,13
593,Washington,10161,Idaho,13
594,Adams,65691,Illinois,14
595,Alexander,6060,Illinois,14
596,Bond,16630,Illinois,14
597,Boone,53577,Illinois,14
598,Brown,6556,Illinois,14
599,Bureau,32993,Illinois,14
600,Calhoun,4802,Illinois,14
601,Carroll,14312,Illinois,14
602,Cass,12260,Illinois,14
603,Champaign,209983,Illinois,14
604,Christian,32661,Illinois,14
605,Clark,15596,Illinois,14
606,Clay,13253,Illinois,14
607,Clinton,37639,Illinois,14
608,Coles,50885,Illinois,14
609,Cook,5180493,Illinois,14
610,Crawford,18807,Illinois,14
611,Cumberland,10808,Illinois,14
612,DeKalb,104143,Illinois,14
613,De Witt,15769,Illinois,14
614,Douglas,19479,Illinois,14
615,DuPage,928589,Illinois,14
616,Edgar,17360,Illinois,14
617,Edwards,6392,Illinois,14
618,Effingham,34208,Illinois,14
619,Fayette,21416,Illinois,14
620,Ford,13264,Illinois,14
621,Franklin,38701,Illinois,14
622,Fulton,34844,Illinois,14
623,Gallatin,5058,Illinois,14
624,Greene,13044,Illinois,14
625,Grundy,50972,Illinois,14
626,Hamilton,8163,Illinois,14
627,Hancock,17844,Illinois,14
628,Hardin,3910,Illinois,14
629,Henderson,6709,Illinois,14
630,Henry,49090,Illinois,14
631,Iroquois,27604,Illinois,14
632,Jackson,57419,Illinois,14
633,Jasper,9611,Illinois,14
634,Jefferson,37820,Illinois,14
635,Jersey,21847,Illinois,14
636,Jo Daviess,21366,Illinois,14
637,Johnson,12456,Illinois,14
638,Kane,534216,Illinois,14
639,Kankakee,110024,Illinois,14
640,Kendall,127915,Illinois,14
641,Knox,50112,Illinois,14
642,Lake,700832,Illinois,14
643,LaSalle,109430,Illinois,14
644,Lawrence,15765,Illinois,14
645,Lee,34223,Illinois,14
646,Livingston,35761,Illinois,14
647,Logan,28925,Illinois,14
648,McDonough,29955,Illinois,14
649,McHenry,308570,Illinois,14
650,McLean,172828,Illinois,14
651,Macon,104712,Illinois,14
652,Macoupin,45313,Illinois,14
653,Madison,264461,Illinois,14
654,Marion,37620,Illinois,14
655,Marshall,11534,Illinois,14
656,Mason,13565,Illinois,14
657,Massac,14080,Illinois,14
658,Menard,12288,Illinois,14
659,Mercer,15601,Illinois,14
660,Monroe,34335,Illinois,14
661,Montgomery,28601,Illinois,14
662,Morgan,33976,Illinois,14
663,Moultrie,14717,Illinois,14
664,Ogle,50923,Illinois,14
665,Peoria,180621,Illinois,14
666,Perry,21174,Illinois,14
667,Piatt,16396,Illinois,14
668,Pike,15611,Illinois,14
669,Pope,4212,Illinois,14
670,Pulaski,5463,Illinois,14
671,Putnam,5740,Illinois,14
672,Randolph,32106,Illinois,14
673,Richland,15763,Illinois,14
674,Rock Island,143477,Illinois,14
675,St. Clair,261059,Illinois,14
676,Saline,23906,Illinois,14
677,Sangamon,195348,Illinois,14
678,Schuyler,6907,Illinois,14
679,Scott,4926,Illinois,14
680,Shelby,21741,Illinois,14
681,Stark,5427,Illinois,14
682,Stephenson,44753,Illinois,14
683,Tazewell,132328,Illinois,14
684,Union,16841,Illinois,14
685,Vermilion,76806,Illinois,14
686,Wabash,11549,Illinois,14
687,Warren,17032,Illinois,14
688,Washington,13995,Illinois,14
689,Wayne,16332,Illinois,14
690,White,13665,Illinois,14
691,Whiteside,55626,Illinois,14
692,Will,692310,Illinois,14
693,Williamson,67056,Illinois,14
694,Winnebago,284081,Illinois,14
695,Woodford,38463,Illinois,14
696,Adams,35636,Indiana,15
697,Allen,375351,Indiana,15
698,Bartholomew,82753,Indiana,15
699,Benton,8653,Indiana,15
700,Blackford,11930,Indiana,15
701,Boone,66999,Indiana,15
702,Brown,15234,Indiana,15
703,Carroll,20127,Indiana,15
704,Cass,37955,Indiana,15
705,Clark,117360,Indiana,15
706,Clay,26170,Indiana,15
707,Clinton,32250,Indiana,15
708,Crawford,10558,Indiana,15
709,Daviess,33147,Indiana,15
710,Dearborn,49568,Indiana,15
711,Decatur,26794,Indiana,15
712,DeKalb,43226,Indiana,15
713,Delaware,114772,Indiana,15
714,Dubois,42565,Indiana,15
715,Elkhart,205560,Indiana,15
716,Fayette,23047,Indiana,15
717,Floyd,77781,Indiana,15
718,Fountain,16351,Indiana,15
719,Franklin,22736,Indiana,15
720,Fulton,20092,Indiana,15
721,Gibson,33452,Indiana,15
722,Grant,65936,Indiana,15
723,Greene,32006,Indiana,15
724,Hamilton,330086,Indiana,15
725,Hancock,76351,Indiana,15
726,Harrison,40350,Indiana,15
727,Hendricks,167009,Indiana,15
728,Henry,48271,Indiana,15
729,Howard,82366,Indiana,15
730,Huntington,36240,Indiana,15
731,Jackson,44111,Indiana,15
732,Jasper,33370,Indiana,15
733,Jay,20764,Indiana,15
734,Jefferson,32208,Indiana,15
735,Jennings,27611,Indiana,15
736,Johnson,156225,Indiana,15
737,Knox,36895,Indiana,15
738,Kosciusko,79344,Indiana,15
739,LaGrange,39330,Indiana,15
740,Lake,484411,Indiana,15
741,LaPorte,110007,Indiana,15
742,Lawrence,45668,Indiana,15
743,Madison,129641,Indiana,15
744,Marion,954670,Indiana,15
745,Marshall,46248,Indiana,15
746,Martin,10217,Indiana,15
747,Miami,35567,Indiana,15
748,Monroe,146917,Indiana,15
749,Montgomery,38346,Indiana,15
750,Morgan,70116,Indiana,15
751,Newton,14011,Indiana,15
752,Noble,47532,Indiana,15
753,Ohio,5844,Indiana,15
754,Orange,19489,Indiana,15
755,Owen,20845,Indiana,15
756,Parke,16927,Indiana,15
757,Perry,19102,Indiana,15
758,Pike,12410,Indiana,15
759,Porter,169594,Indiana,15
760,Posey,25540,Indiana,15
761,Pulaski,12469,Indiana,15
762,Putnam,37779,Indiana,15
763,Randolph,24851,Indiana,15
764,Ripley,28523,Indiana,15
765,Rush,16663,Indiana,15
766,St. Joseph,270771,Indiana,15
767,Scott,23878,Indiana,15
768,Shelby,44593,Indiana,15
769,Spencer,20327,Indiana,15
770,Starke,22935,Indiana,15
771,Steuben,34586,Indiana,15
772,Sullivan,20690,Indiana,15
773,Switzerland,10717,Indiana,15
774,Tippecanoe,193048,Indiana,15
775,Tipton,15128,Indiana,15
776,Union,7037,Indiana,15
777,Vanderburgh,180974,Indiana,15
778,Vermillion,15479,Indiana,15
779,Vigo,107386,Indiana,15
780,Wabash,31280,Indiana,15
781,Warren,8263,Indiana,15
782,Warrick,62567,Indiana,15
783,Washington,27943,Indiana,15
784,Wayne,65936,Indiana,15
785,Wells,28206,Indiana,15
786,White,24133,Indiana,15
787,Whitley,34074,Indiana,15
788,Adair,7063,Iowa,16
789,Adams,3645,Iowa,16
790,Allamakee,13832,Iowa,16
791,Appanoose,12437,Iowa,16
792,Audubon,5506,Iowa,16
793,Benton,25642,Iowa,16
794,Black Hawk,132408,Iowa,16
795,Boone,26346,Iowa,16
796,Bremer,24947,Iowa,16
797,Buchanan,21199,Iowa,16
798,Buena Vista,19874,Iowa,16
799,Butler,14539,Iowa,16
800,Calhoun,9699,Iowa,16
801,Carroll,20154,Iowa,16
802,Cass,12930,Iowa,16
803,Cedar,18627,Iowa,16
804,Cerro Gordo,42647,Iowa,16
805,Cherokee,11321,Iowa,16
806,Chickasaw,11964,Iowa,16
807,Clarke,9423,Iowa,16
808,Clay,16134,Iowa,16
809,Clayton,17556,Iowa,16
810,Clinton,46518,Iowa,16
811,Crawford,17158,Iowa,16
812,Dallas,90180,Iowa,16
813,Davis,9017,Iowa,16
814,Decatur,7890,Iowa,16
815,Delaware,17069,Iowa,16
816,Des Moines,39138,Iowa,16
817,Dickinson,17153,Iowa,16
818,Dubuque,96854,Iowa,16
819,Emmet,9253,Iowa,16
820,Fayette,19660,Iowa,16
821,Floyd,15761,Iowa,16
822,Franklin,10124,Iowa,16
823,Fremont,6993,Iowa,16
824,Greene,8981,Iowa,16
825,Grundy,12304,Iowa,16
826,Guthrie,10720,Iowa,16
827,Hamilton,14952,Iowa,16
828,Hancock,10712,Iowa,16
829,Hardin,16868,Iowa,16
830,Harrison,14134,Iowa,16
831,Henry,20067,Iowa,16
832,Howard,9187,Iowa,16
833,Humboldt,9547,Iowa,16
834,Ida,6841,Iowa,16
835,Iowa,16141,Iowa,16
836,Jackson,19432,Iowa,16
837,Jasper,37147,Iowa,16
838,Jefferson,18381,Iowa,16
839,Johnson,151260,Iowa,16
840,Jones,20744,Iowa,16
841,Keokuk,10225,Iowa,16
842,Kossuth,14908,Iowa,16
843,Lee,34055,Iowa,16
844,Linn,225909,Iowa,16
845,Louisa,11169,Iowa,16
846,Lucas,8645,Iowa,16
847,Lyon,11811,Iowa,16
848,Madison,16249,Iowa,16
849,Mahaska,22000,Iowa,16
850,Marion,33407,Iowa,16
851,Marshall,39981,Iowa,16
852,Mills,15063,Iowa,16
853,Mitchell,10569,Iowa,16
854,Monona,8679,Iowa,16
855,Monroe,7790,Iowa,16
856,Montgomery,10003,Iowa,16
857,Muscatine,42929,Iowa,16
858,O'Brien,13840,Iowa,16
859,Osceola,6040,Iowa,16
860,Page,15249,Iowa,16
861,Palo Alto,8929,Iowa,16
862,Plymouth,25095,Iowa,16
863,Pocahontas,6740,Iowa,16
864,Polk,487204,Iowa,16
865,Pottawattamie,93533,Iowa,16
866,Poweshiek,18699,Iowa,16
867,Ringgold,4968,Iowa,16
868,Sac,9719,Iowa,16
869,Scott,173283,Iowa,16
870,Shelby,11578,Iowa,16
871,Sioux,34909,Iowa,16
872,Story,98105,Iowa,16
873,Tama,16904,Iowa,16
874,Taylor,6191,Iowa,16
875,Union,12359,Iowa,16
876,Van Buren,7020,Iowa,16
877,Wapello,35205,Iowa,16
